time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-28 00:00:00+00:00,126,43,61,35
2026-06-29 00:00:00+00:00,87,44,65,37
2026-06-30 00:00:00+00:00,122,45,120,63
2026-07-01 00:00:00+00:00,5488,228,110,63
2026-07-02 00:00:00+00:00,1387,86,273,51
2026-07-03 00:00:00+00:00,1635,51,171,51
2026-07-04 00:00:00+00:00,95,41,101,63
2026-07-05 00:00:00+00:00,100,47,83,46
2026-07-06 00:00:00+00:00,338,60,61,47
2026-07-07 00:00:00+00:00,326,43,98,44
2026-07-08 00:00:00+00:00,170,38,67,33
2026-07-09 00:00:00+00:00,437,203,49,28
2026-07-10 00:00:00+00:00,467,54,64,36
2026-07-11 00:00:00+00:00,398,180,199,53
