url_path,views_total,views_unique
/mathesar-foundation/mathesar,467,340
/mathesar-foundation/mathesar/pulls,81,11
/mathesar-foundation/mathesar/issues,75,26
/mathesar-foundation/mathesar/pull/4380,29,4
/mathesar-foundation/mathesar/pull/4399,27,6
/mathesar-foundation/mathesar/pull/4426,23,5
/mathesar-foundation/mathesar/discussions,17,9
/mathesar-foundation/mathesar/tree/develop/mathesar_ui,13,11
/mathesar-foundation/mathesar/tree/develop/mathesar,13,9
/mathesar-foundation/mathesar/issues/4418,13,4
