time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-07 00:00:00+00:00,23,12,61,27
2025-06-08 00:00:00+00:00,24,12,108,33
2025-06-09 00:00:00+00:00,69,13,149,38
2025-06-10 00:00:00+00:00,188,17,271,52
2025-06-11 00:00:00+00:00,970,44,265,46
2025-06-12 00:00:00+00:00,951,34,178,53
2025-06-13 00:00:00+00:00,1036,40,159,38
2025-06-14 00:00:00+00:00,1093,28,102,32
2025-06-15 00:00:00+00:00,142,12,81,34
2025-06-16 00:00:00+00:00,1954,45,329,52
2025-06-17 00:00:00+00:00,1335,54,350,56
2025-06-18 00:00:00+00:00,1271,28,234,44
2025-06-19 00:00:00+00:00,312,32,219,43
2025-06-20 00:00:00+00:00,87,25,297,32
