url_path,views_total,views_unique
/mathesar-foundation/mathesar,464,324
/mathesar-foundation/mathesar/issues,51,26
/mathesar-foundation/mathesar/pulls,46,17
/mathesar-foundation/mathesar/commits/develop,35,6
/mathesar-foundation/mathesar/tree/master/mathesar/tests/integration,16,16
/mathesar-foundation/mathesar/discussions,16,9
/mathesar-foundation/mathesar/releases,15,9
/mathesar-foundation/mathesar/releases/tag/0.12.0,12,11
/mathesar-foundation/mathesar/commits/develop/mathesar_ui/src,10,1
/mathesar-foundation/mathesar/blob/develop/api_tests/test_happy_db_setups.py,7,1
