time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-25 00:00:00+00:00,142,25,74,49
2026-07-26 00:00:00+00:00,538,103,137,81
2026-07-27 00:00:00+00:00,73,31,50,38
2026-07-28 00:00:00+00:00,40,26,46,34
2026-07-29 00:00:00+00:00,446,31,150,100
2026-07-30 00:00:00+00:00,181,21,61,46
2026-07-31 00:00:00+00:00,22,15,140,44
2026-08-01 00:00:00+00:00,17,9,60,27
2026-08-02 00:00:00+00:00,93,23,45,34
2026-08-03 00:00:00+00:00,68,34,209,184
2026-08-04 00:00:00+00:00,55,25,145,118
2026-08-05 00:00:00+00:00,63,26,102,53
2026-08-06 00:00:00+00:00,161,26,170,41
2026-08-07 00:00:00+00:00,141,28,69,45
