time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-02 00:00:00+00:00,443,22,244,42
2026-01-03 00:00:00+00:00,49,26,189,65
2026-01-04 00:00:00+00:00,39,18,110,38
2026-01-05 00:00:00+00:00,57,29,212,56
2026-01-06 00:00:00+00:00,36,29,220,83
2026-01-07 00:00:00+00:00,40,28,127,48
2026-01-08 00:00:00+00:00,177,9,284,56
2026-01-09 00:00:00+00:00,57,15,353,58
2026-01-10 00:00:00+00:00,31,10,109,42
2026-01-11 00:00:00+00:00,27,7,97,47
2026-01-12 00:00:00+00:00,34,10,316,44
2026-01-13 00:00:00+00:00,15,10,154,55
2026-01-14 00:00:00+00:00,85,5,728,559
2026-01-15 00:00:00+00:00,44,17,423,159
