time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-19 00:00:00+00:00,54,17,145,47
2026-01-20 00:00:00+00:00,139,6,326,52
2026-01-21 00:00:00+00:00,457,26,151,79
2026-01-22 00:00:00+00:00,465,27,127,64
2026-01-23 00:00:00+00:00,275,20,235,58
2026-01-24 00:00:00+00:00,758,34,519,57
2026-01-25 00:00:00+00:00,465,16,254,47
2026-01-26 00:00:00+00:00,467,28,293,57
2026-01-27 00:00:00+00:00,35,25,241,49
2026-01-28 00:00:00+00:00,743,31,243,48
2026-01-29 00:00:00+00:00,96,15,162,63
2026-01-30 00:00:00+00:00,224,11,92,39
2026-01-31 00:00:00+00:00,16,11,82,39
2026-02-01 00:00:00+00:00,24,12,39,30
