time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-29 00:00:00+00:00,96,15,162,63
2026-01-30 00:00:00+00:00,224,11,92,39
2026-01-31 00:00:00+00:00,16,11,82,39
2026-02-01 00:00:00+00:00,24,12,39,30
2026-02-02 00:00:00+00:00,118,13,111,52
2026-02-03 00:00:00+00:00,131,11,136,61
2026-02-04 00:00:00+00:00,652,24,318,76
2026-02-05 00:00:00+00:00,321,19,119,51
2026-02-06 00:00:00+00:00,241,22,107,51
2026-02-07 00:00:00+00:00,67,12,64,31
2026-02-08 00:00:00+00:00,41,18,46,30
2026-02-09 00:00:00+00:00,358,32,243,142
2026-02-10 00:00:00+00:00,691,52,265,164
2026-02-11 00:00:00+00:00,263,24,250,85
