time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-22 00:00:00+00:00,446,79,122,76
2026-05-23 00:00:00+00:00,147,63,92,37
2026-05-24 00:00:00+00:00,104,60,46,22
2026-05-25 00:00:00+00:00,779,94,444,54
2026-05-26 00:00:00+00:00,273,74,144,51
2026-05-27 00:00:00+00:00,488,56,134,33
2026-05-28 00:00:00+00:00,2012,123,152,47
2026-05-29 00:00:00+00:00,1203,103,137,48
2026-05-30 00:00:00+00:00,150,50,84,39
2026-05-31 00:00:00+00:00,1660,98,57,33
2026-06-01 00:00:00+00:00,811,70,92,31
2026-06-02 00:00:00+00:00,930,67,74,37
2026-06-03 00:00:00+00:00,503,108,53,32
2026-06-04 00:00:00+00:00,80,47,117,62
