url_path,views_total,views_unique
/mathesar-foundation/mathesar,471,305
/mathesar-foundation/mathesar/issues,112,26
/mathesar-foundation/mathesar/pulls,44,17
/mathesar-foundation/mathesar/commits/develop,31,4
/mathesar-foundation/mathesar/discussions,25,7
/mathesar-foundation/mathesar/tree/master/mathesar/tests/integration,16,16
/mathesar-foundation/mathesar/releases,16,9
/mathesar-foundation/mathesar/releases/tag/0.12.0,12,10
/mathesar-foundation/mathesar/discussions/categories/feature-ideas,11,1
/mathesar-foundation/mathesar/tree/develop/mathesar,8,5
