time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-09 00:00:00+00:00,19,15,100,49
2025-03-10 00:00:00+00:00,592,18,213,66
2025-03-11 00:00:00+00:00,1349,29,239,83
2025-03-12 00:00:00+00:00,781,21,186,67
2025-03-13 00:00:00+00:00,1670,15,303,77
2025-03-14 00:00:00+00:00,480,12,255,71
2025-03-15 00:00:00+00:00,27,12,77,37
2025-03-16 00:00:00+00:00,297,11,74,40
2025-03-17 00:00:00+00:00,1605,23,266,46
2025-03-18 00:00:00+00:00,1159,26,358,68
2025-03-19 00:00:00+00:00,1563,43,305,58
2025-03-20 00:00:00+00:00,33,10,126,63
2025-03-21 00:00:00+00:00,972,21,139,53
2025-03-22 00:00:00+00:00,30,7,193,49
