time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-24 00:00:00+00:00,634,7,147,19
2024-12-25 00:00:00+00:00,6,5,98,22
2024-12-26 00:00:00+00:00,5,2,55,24
2024-12-27 00:00:00+00:00,2,2,11,10
2024-12-28 00:00:00+00:00,4,3,41,13
2024-12-29 00:00:00+00:00,2,2,16,12
2024-12-30 00:00:00+00:00,2,2,24,14
2024-12-31 00:00:00+00:00,2,2,56,18
2025-01-01 00:00:00+00:00,3,2,29,17
2025-01-02 00:00:00+00:00,73,1,150,29
2025-01-03 00:00:00+00:00,703,7,140,17
2025-01-04 00:00:00+00:00,5,5,40,14
2025-01-05 00:00:00+00:00,2,2,55,23
2025-01-06 00:00:00+00:00,778,7,251,32
