time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-05 00:00:00+00:00,1324,85,482,55
2025-11-06 00:00:00+00:00,1588,83,367,59
2025-11-07 00:00:00+00:00,745,62,1026,835
2025-11-08 00:00:00+00:00,109,46,117,45
2025-11-09 00:00:00+00:00,80,16,2300,2076
2025-11-10 00:00:00+00:00,233,74,313,44
2025-11-11 00:00:00+00:00,1409,117,243,57
2025-11-12 00:00:00+00:00,363,29,258,66
2025-11-13 00:00:00+00:00,180,31,333,56
2025-11-14 00:00:00+00:00,364,36,246,50
2025-11-15 00:00:00+00:00,446,20,167,38
2025-11-16 00:00:00+00:00,8,8,75,41
2025-11-17 00:00:00+00:00,366,29,192,50
2025-11-18 00:00:00+00:00,314,33,448,73
