time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-05 00:00:00+00:00,75,13,228,46
2024-02-06 00:00:00+00:00,32,6,154,37
2024-02-07 00:00:00+00:00,21,6,220,31
2024-02-08 00:00:00+00:00,88,14,130,37
2024-02-09 00:00:00+00:00,26,6,96,23
2024-02-10 00:00:00+00:00,6,5,91,20
2024-02-11 00:00:00+00:00,10,8,65,23
2024-02-12 00:00:00+00:00,26,6,69,33
2024-02-13 00:00:00+00:00,7,5,184,35
2024-02-14 00:00:00+00:00,5,5,281,30
2024-02-15 00:00:00+00:00,10,6,116,29
2024-02-16 00:00:00+00:00,3,3,84,25
2024-02-17 00:00:00+00:00,4,4,65,18
2024-02-18 00:00:00+00:00,24,3,73,24
